,Title,Description,Link,Location,Price,Rooms,Total area,This floor/Number of floors,Built in year,Condition,Ownership,Energy mark,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Neighbourhood,Cadastre no.,Register number,Kulud suvel/talvel,Number of floors,Additional information,population
444,"Apartment for sale, 3 rooms, Mooni tn 60, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-labi-maja-planeeringuga-valguskullane-kolmeto-3392468.html,"59.4199526,24.7062614",155000.0,3.0,66.3 m²,,1974.0,Good condition,apartment ownership,-,,Notify about incorrect advertisement,"balcony 5 m², wall cupboard, new electricity, separate rooms, furnishing possibility, furniture, packet windows, parquet, lift, closed balcony, parking free parking","electric stove, refridgerator, kitchen furniture","new sewerage, shower, bath, washing machine",central heating,"Internet, cable TV, frontdoor locked, steel door",,78407:701:0932,,,9.0,,4012.0
445,"Apartment for sale, 3 rooms, Kuklase tn 2, Mustamäe, Tallinn, Harjumaa - Real estate portal KV.EE ",Stone house,https://www.kv.ee/muua-2019a-taielikult-renoveeritud-3toaline-korter-3392392.html,"59.4100049,24.6997129",144900.0,3.0,60.2 m²,3/5,1970.0,renovated,,-,Data from realestate book,,"balcony 2 m², furnishing possibility, furniture, packet windows, parking free parking, box-room, wall cupboard, new electricity, closed courtyard, TV-set, separate rooms","electric stove, open kitchen, refridgerator, kitchen furniture","new sewerage, shower, washing machine",central heating,"Internet, phone, steel door, frontdoor locked","surrounding buildings apartment buildings, roads in good condition roads",78405:503:0420,,,,,10330.0
446,"Apartment for sale, 3 rooms, Elva tee 9, Rannu, Elva vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/koigi-mugavustega-keskkuttega-korter-rahulikus-ran-3392472.html,"58.2392899,26.2215267",44900.0,3.0,62.6 m²,4/5,,Good condition,apartment ownership,-,,,"balcony 3 m², furnishing possibility, TV-set, separate rooms, furniture, packet windows, parquet","ceramic shove, refridgerator, kitchen furniture","water boiler, shower, washing machine",central heating,"Internet, neighbourhood watch, frontdoor locked","roads in good condition roads, Rannu paisjärv lake , surrounding buildings private houses and apartment buildings, location in the center location",66601:008:0072,,60 € /  120 €,,,487.0
447,"Apartment for sale, 2 rooms, Üleviste tn 7, Tapa linn, Tapa vald, Lääne-Virumaa - Real estate portal KV.EE ","<strong>Lisainfo:</strong> balcony 2 m², parking free parking, box-room, new electricity, separate rooms, furniture, packet windows ",https://www.kv.ee/laanevirumaa-tapa-vald-tapa-linn-uleviste-tn-776-2-3392463.html,"59.2540741,25.952809",31000.0,2.0,47 m²,2/5,,renovated,,-,Data from realestate book,Notify about incorrect advertisement,,,"new sewerage, shower, water boiler, washing machine",central heating,cable TV,"roads in good condition roads, surrounding buildings apartment buildings",79101:016:0008,,,,,1298.0
448,"Apartment for sale, 4 rooms, Ümera tn 11, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ideaalne-kodu-lastega-perele-info-galinagsunion-ne-3392466.html,"59.4435744,24.892777",135000.0,4.0,64.7 m²,5/9,1986.0,Good condition,apartment ownership,F,,Notify about incorrect advertisement,"parking free parking, lift, wall cupboard, new electricity, separate rooms, furniture, packet windows, parquet","electric stove, refridgerator, kitchen furniture","new sewerage, bath, toilet room and bathroom separate, washing machine",electric heating,"Internet, phone, cable TV, steel door, frontdoor locked",,78403:309:0009,,,,,4543.0
449,"Apartment for sale, 1 rooms, Tehnika 12/2, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/tule-tutvumispaevale-10-detsembril-kell-12-00-13-0-3392461.html,"59.4366777,24.7306072",115000.0,1.0,36.6 m²,1/2,1940.0,ready,apartment ownership,Missing,,,"kitchen, furniture, parking free parking, box-room, closed courtyard, public transport, urban water, electricity, gas, furnishing possibility, fenced with garden, roof tin roof","gas stove, refridgerator","toilet room and bathroom separate, shower, washing machine","gas heating, solid fuel","Internet, steel door, frontdoor locked",,78408:802:0002,,,,,11506.0
450,"Apartment for sale, 1 rooms,  Lookivi, Kiviloo, Raasiku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-tallinna-lahedal-1toaline-korter-raasiku-vall-3392453.html,"59.2845414,25.2490432",35000.0,1.0,31.6 m²,2/2,1967.0,renovated,apartment ownership,Missing,,Notify about incorrect advertisement,"packet windows, parking free parking, box-room, new electricity, furnishing possibility, furniture","stove heated with firewood, refridgerator, kitchen furniture","shower, new sewerage, water boiler, washing machine","electric heating, stove heating, õhksoojuspump, conditioner",neighbourhood watch,roads in good condition roads,65101:005:0055,,,,,10.0
451,"Apartment for sale, 2 rooms, Altserva 8, Ahtme, Kohtla-Järve, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-asja-taielikult-renoveeritud-korter-koos-sisu-3278152.html,"59.3234814,27.428067",18000.0,2.0,39.1 m²,4/4,1965.0,renovated,apartment ownership,-,,,"parking free parking, furniture, packet windows, parquet, new electricity",electric stove,"new sewerage, shower, washing machine",central heating,"steel door, video cameras, frontdoor locked",,,,40 € /  100 €,,,1415.0
452,"Apartment for sale, 1 rooms, Mõisavahe tn 64, Annelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-1toaline-soe-ja-hubane-korter-renoveeritud-ma-3392440.html,"58.3669076,26.7729894",59900.0,1.0,27.9 m²,4/5,1992.0,Good condition,apartment ownership,-,Data from realestate book,,"parquet, parking free parking, furniture, packet windows","ceramic shove, refridgerator, kitchen furniture","bath, toilet room and bathroom separate, washing machine",central heating,frontdoor locked,,,,,,,228.0
453,"Apartment for sale, 2 rooms, Vabaduse 27, Räpina linn, Räpina vald, Põlvamaa - Real estate portal KV.EE ","Apartment ownership, log house",https://www.kv.ee/rapina-aarelinnas-muua-suure-sisehooviga-majas-2-t-3343298.html,"58.1074169,27.4485703",22000.0,2.0,43 m²,,1950.0,sanitary renovation needed,apartment ownership,Missing,,,"parking free parking, box-room, high ceilings, basement, furnishing possibility","stove heated with firewood, refridgerator",,stove heating,"frontdoor locked, neighbourhood watch","surrounding buildings private houses, water body lake near, location in suburb location, roads in good condition roads, neighbours around neighbours",70501:001.0097,,60 € /  60 €,,,281.0
454,"Apartment for sale, 3 rooms, Pärna tn 23, Ülejõe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/korterlabi-maja-planeeringuga-valguskullane-korter-3392179.html,"58.3822652,26.7415567",119000.0,3.0,55.9 m²,2/3,,renovated,apartment ownership,-,Data from realestate book,Notify about incorrect advertisement,"furnishing possibility, separate rooms, packet windows, parquet","electric stove, open kitchen, kitchen furniture","new sewerage, shower","central heating, heated floors",,"surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads, neighbours at one side neighbours, Emajõgi river 350 m",,,,,,6089.0
455,"Apartment for sale, 1 rooms, Jaama tn 27, Ülejõe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, stone house",https://www.kv.ee/kapitaalremonti-vajav-korter-wc-ja-pesemisvoimalus-3351620.html,"58.3862121,26.7322484",14500.0,1.0,14 m²,1/3,,needs renovating,joint ownership,-,Data from realestate book,Notify about incorrect advertisement,,,,,,"surrounding buildings private houses and apartment buildings, roads in good condition roads",,,,,,2924.0
456,"Apartment for sale, 4 rooms, Tondi tn 50, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muugile-on-saabunud-hea-planeeringuga-4toaline-kod-3392430.html,"59.4077988,24.7227688",156000.0,4.0,78.4 m²,3/5,1977.0,satisfactory,apartment ownership,Missing,,,"balcony 7 m², packet windows, parking free parking, box-room, wall cupboard, new electricity, closed courtyard, separate rooms","electric stove, kitchen 12 m², kitchen furniture","toilet room and bathroom separate, bath, water boiler",central heating,frontdoor locked,roads in good condition roads,78407:702:3340,,,,,8170.0
457,"Apartment for sale, 2 rooms, Laada tn 6, Rakvere, Lääne-Virumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-rakvere-kesklinnas-vaga-heas-asukohas-2toalin-3392421.html,"59.35041,26.360356",68500.0,2.0,47.4 m²,2/5,1970.0,Good condition,apartment ownership,D,,,"balcony 1 m², furniture, packet windows, parquet, separate rooms, wall cupboard, new electricity, TV-set, gas, furnishing possibility, parking free parking, distance from Tallinn 100 km","gas stove, refridgerator, kitchen furniture","new sewerage, bath, washing machine",central heating,"cable TV, frontdoor locked, neighbourhood watch, steel door",,66301:008:0400,,,,,6959.0
458,"Apartment for sale, 3 rooms, Vabaõhumuuseumi tee 4a, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/unikaalne-voimalus-muua-suureparase-asukohaga-ja-v-3392413.html,"59.4285179,24.6600147",250000.0,3.0,81.3 m²,4/4,2003.0,Good condition,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, closed courtyard, TV-set, separate rooms, furnishing possibility, furniture, packet windows, parquet, garage, box-room, wall cupboard","ceramic shove, kitchen 5.1 m², refridgerator, kitchen furniture","sauna, shower, toilet room and bathroom separate, washing machine","electric heating, gas heating, central heating","Internet, cable TV, frontdoor locked, neighbourhood watch, steel door","roads in good condition roads, neighbours next to neighbours, Kopli laht sea 100 m, surrounding buildings apartment buildings, in the city location",78406:607:1000,15319201.0,,,,202.0
459,"Apartment for sale, 1 rooms, Kiviõli tee 10, Lüganuse, Lüganuse vald, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/idavirumaa-luganuse-vald-luganuse-kivioli-tee-104-3386679.html,"59.3742156,27.0453357",13300.0,1.0,30.4 m²,2/2,1970.0,renovated,apartment ownership,Missing,,Notify about incorrect advertisement,"new electricity, separate rooms, furniture, packet windows, parquet, wall cupboard",,"water boiler, shower","õhksoojuspump, combined heating",steel door,,43701:004:0128,,,,,249.0
460,"Apartment for sale, 1 rooms, Saare 6, Aste alevik, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-taielikult-reniveeritud-uhetoaline-korter-kor-3392396.html,"58.3446889,22.4462119",31400.0,1.0,37 m²,2/2,,renovated,apartment ownership,-,Data from realestate book,,"packet windows, new electricity","electric stove, open kitchen, refridgerator, kitchen furniture",,"õhksoojuspump, electric heating",Internet,"neighbours around neighbours, roads in good condition roads",34801:002:0119,,,,,58.0
461,"Apartment for sale, 2 rooms, Õismäe tee 72, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/kvrtir-v-stdii-remont-budet-gotov-k-novomu-godu-pr-3392399.html,"59.4147201,24.6418446",94900.0,2.0,33 m²,4/9,,,apartment ownership,-,Data from realestate book,Notify about incorrect advertisement,"balcony 3 m², furniture, lift, packet windows, new electricity","electric stove, kitchen furniture","new sewerage, shower",,"Internet, cable TV, frontdoor locked, steel door",,,,,,,12056.0
462,"Apartment for sale, 2 rooms, Pirita tee 26f, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muun-ilma-maaklertasuta-eksklusiivse-avara-uldpind-3391474.html,"59.4475505,24.8085616",249000.0,2.0,78.5 m²,2/16,2003.0,all brand-new,apartment ownership,B,,,"balcony 42.3 m², parking free parking, wall cupboard, high ceilings, closed courtyard, terrace, packet windows, parquet, lift, underground garage","open kitchen, refridgerator, kitchen furniture","sauna, shower, washing machine",central heating,"Internet, phone, cable TV, neighbourhood watch, security system, frontdoor locked, video cameras","roads in good condition roads, water body Läänemeri 300 m, surrounding buildings apartment buildings",78401:115:2670,,,,,599.0
463,"Apartment for sale, 4 rooms, Staapli 8, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/unikaalne-pakkumine-mereaarses-noblessneri-sadamal-3392389.html,"59.451864,24.7270329",690000.0,4.0,159.4 m²,2/6,2019.0,,apartment ownership,Missing,Data from realestate book,Notify about incorrect advertisement,"balcony , kitchen, parking free parking, box-room, separate rooms, furnishing possibility, parquet, dressing room, ventilation, lift, roof tar paper roof","electric stove, open kitchen, refridgerator","toilet room and bathroom separate, shower, sauna, bath, washing machine",central heating,"security system, steel door, frontdoor locked",water body sea near,,,,,,2406.0
464,"Apartment for sale, 1 rooms, Kesk 1a, Vana-Pärnu, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/maitsekalt-kujundatud-korter-vanaparnu-alguses-iii-3392388.html,"58.387922,24.476332",50000.0,1.0,26.7 m²,3/3,1968.0,ready,apartment ownership,,,Notify about incorrect advertisement,"basement, public transport, urban water, new electricity, water, parquet, furniture, electricity, parking free parking","electric stove, open kitchen, refridgerator, kitchen furniture","new sewerage, shower, water boiler, washing machine",central heating,"Internet, frontdoor locked","in the city location, water body river near, surrounding buildings private houses",62501:039:5270,1438905.0,,,,2560.0
465,"Apartment for sale, 4 rooms, Kangelaste prospekt 40, Narva, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/idavirumaa-narva-kangelaste-prospekt-40-4-tuba-55-3392386.html,"59.3897102,28.1717329",57000.0,4.0,79.1 m²,5/5,1978.0,Good condition,apartment ownership,F,Data from realestate book,,"balcony 4 m², parking free parking, new electricity, packet windows","gas stove, kitchen furniture","toilet room and bathroom separate, shower",central heating,"Internet, frontdoor locked, steel door",roads in good condition roads,,,,,,7011.0
466,"Apartment for sale, 2 rooms, Koidu tn 118, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muugile-on-tulnud-korter-mille-saad-oma-kae-jargi-3390831.html,"59.4212295,24.7397042",105990.0,2.0,38 m²,1/5,,,apartment ownership,-,Data from realestate book,Notify about incorrect advertisement,closed courtyard,,,central heating,,location in the center location,78401:109:1990,,,,,7916.0
467,"Apartment for sale, 2 rooms, Paldiski mnt 221a, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/harku-jarve-aarde-on-kerkimas-14korruseline-kaasae-3392384.html,"59.4118415,24.6366499",154000.0,2.0,48.2 m²,6/14,2023.0,all brand-new,apartment ownership,B,Data from realestate book,,"urban water, parquet, ventilation, lift, public transport, roof tar paper roof",open kitchen,shower,central heating,frontdoor locked,water body lake near,,,,,,12056.0
468,"Apartment for sale, 4 rooms, Aardla tn 132, Ränilinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-garaaziga-4toaline-heas-seisukorras-korter-fi-3381919.html,"58.3528511,26.6801075",124000.0,4.0,93.9 m²,4/5,1978.0,Good condition,apartment ownership,C,,Notify about incorrect advertisement,"balcony 3.4 m², garage, parking free parking, box-room, wall cupboard, separate rooms, packet windows, parquet, closed balcony","electric stove, kitchen 8.6 m², refridgerator, kitchen furniture","bath, toilet room and bathroom separate, water boiler, washing machine",central heating,"Internet, frontdoor locked, neighbourhood watch","surrounding buildings private houses and apartment buildings, location in suburb location, roads paved roads",79505:005:0032,,,,,826.0
469,"Apartment for sale, 2 rooms, E. Vilde tee 81, Mustamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/korter-paikneb-4-korrusel-ja-on-labi-maja-planeeri-3392381.html,"59.4038329,24.683561",94500.0,2.0,47.4 m²,4/5,1966.0,Good condition,apartment ownership,D,,Notify about incorrect advertisement,"balcony 1.5 m², parking free parking, closed balcony, separate rooms, packet windows","gas stove, refridgerator, kitchen furniture","toilet room and bathroom separate, bath, washing machine",central heating,"cable TV, frontdoor locked, steel door",,78405:501:3500,,,,,11624.0
470,"Apartment for sale, 3 rooms, Lääne tn 13, Jaamamõisa, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/maja-muugis-olev-korter-asub-kiirelt-areneva-jaama-3389309.html,"58.3847054,26.754893",103000.0,3.0,47.1 m²,3/5,1978.0,renovated,apartment ownership,-,,,"packet windows, parquet, parking free parking, box-room, wall cupboard, new electricity, separate rooms, furniture","induktsioon pliit, open kitchen, refridgerator, kitchen furniture","shower, new sewerage",central heating,"Internet, frontdoor locked","in the city location, roads paved roads, neighbours around neighbours, surrounding buildings apartment buildings",79515:014:0001,,,,,4826.0
471,"Apartment for sale, 3 rooms, Vägeva tee 43/1, Peetri, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-hubane-3toaline-mobleeritud-korter-peetri-kes-3392259.html,"59.3943978,24.8034084",167000.0,3.0,68.1 m²,3/3,2006.0,satisfactory,apartment ownership,,,Notify about incorrect advertisement,"balcony 4.5 m², parking free parking, box-room, furnishing possibility, packet windows","electric stove, open kitchen, refridgerator, kitchen furniture","sauna, shower, bath, washing machine","gas heating, central heating","Internet, cable TV",,65301:001:1108,10229202.0,,,,1812.0
472,"Apartment for sale, 3 rooms, J. Vilmsi tn 23, Kadriorg, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/vaart-asukohas-kadrioru-piirimail-on-pakkumisse-tu-3373564.html,"59.4359571,24.7769056",219000.0,3.0,64.7 m²,2/2,,renovated,apartment ownership,E,Data from realestate book,,"kitchen, gas, electricity, wall cupboard, street entrance, new electricity, closed courtyard, public transport, urban water, furnishing possibility, parquet, dressing room, fenced with garden, roof tin roof","electric stove, refridgerator","new sewerage, shower","gas heating, fireplace, fireplace","Internet, cable TV, frontdoor locked, steel door",,78401:115:0620,,,,,7765.0
