Price,Rooms,Total area,Number of floors,Condition,Readiness,Ground area,Energy mark,Built in year,population,Building type,id,Balcony,Balcony size,Distance from Tallinn,frontdoor locked,street entrance,terrace,kitchen,closed courtyard,furniture,liquid fuel,cloak room,furnishing possibility,water,ventilation,goods lift,new electricity,garret,electricity,lift,open kitchen,urban water,packet windows,trestle,underground garage,new sewerage,garage,deep well,parquet,fenced with garden,local water,organisation through the few floors,TV-set,gas,show case windows,near forest,well,high ceilings,dressing room,separate entryway,public transport,box-room,basement,sewerage,separate rooms,3*380V,farm building,refridgerator,kitchen furniture,shower,bath,toilet room and bathroom separate,water boiler,sauna,washing machine,pool,heated floors,fireplace,conditioner,solid fuel,phone,cable TV,Internet,video cameras,security system,secure guard,steel door,neighbourhood watch,forest,sea,river,lake,stream,pond,This floor,Total number of floors,Latitude,Longitude,Ownership_apartment association,Ownership_apartment ownership,Ownership_building lease,Ownership_joint ownership,Ownership_logical part,Ownership_movable,Ownership_private property,Heating type_Air source heat pump,Heating type_central,Heating type_combined,Heating type_electric,Heating type_gas,Heating type_geothermic,Heating type_stove
58000.0,4.0,104.7,2.0,5,4,995.0,8,1971.0,98.0,0,32,0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,58.536160655219,25.477064642385,0,0,0,0,0,0,1,0,0,0,0,0,0,1
82000.0,2.0,88.0,2.0,0,4,1200.0,8,1972.0,462.0,0,33,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,59.1821146,25.1713234,0,0,0,0,0,0,1,0,0,0,0,0,0,1
750000.0,3.0,180.0,2.0,1,4,955.0,8,2014.0,645.0,0,34,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1,1,59.4450943,24.5827654,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425000.0,5.0,132.5,2.0,0,4,1067.0,8,1962.0,479.0,0,35,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,1,1,59.4544306,24.8209913,0,0,0,0,0,0,1,0,0,0,0,0,0,1
95000.0,4.0,132.5,1.0,5,4,2004.0,8,1937.0,250.0,0,37,0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,1,58.286224584365,27.05065430636,0,0,0,0,0,0,1,0,0,0,0,0,0,1
104900.0,3.0,67.1,2.0,5,4,0.0,8,1987.0,4.0,0,38,1,4.0,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,1,1,59.33832,24.2153163,0,0,0,0,0,0,1,0,0,1,0,0,0,0
89900.0,3.0,110.0,1.0,1,4,0.0,8,1900.0,2560.0,0,39,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,58.3885929,24.4756052,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18500.0,4.0,82.5,1.0,0,4,889.0,8,2022.0,156.0,0,40,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,58.3304626,23.9986186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000.0,2.0,119.7,1.0,1,4,1054.0,8,1985.0,19.0,0,42,0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,58.1870026,26.5916375,0,0,0,0,0,0,1,0,0,0,0,0,0,0
360000.0,5.0,173.5,2.0,5,4,850.0,8,2006.0,257.0,0,43,1,0.0,0.0,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,59.476826159377,24.945364954246,0,0,0,0,0,0,1,0,0,0,0,0,0,0
